rank,score,tier,id,uuid,title,product_use,categories,spatial_type,resolution,temporal_start,temporal_end,update_frequency,license,publisher,publication_date,popularity,keywords,bbox_west,bbox_south,bbox_east,bbox_north,overlaps_nepal,landing_page,reasons
436,84,high,29456,7eea5b21-176f-4a40-a686-47b3c616be6b,Air Quality Winter Fog Field Campaign Data for Pasakha,real-time weather / forecast,weather_climate; route_context,"Text, table",,2016-01-06t18:15:00.000z,2016-05-06t18:15:00.000z,Biannually,Only limited to Atmosphere Initiative users,ICIMOD,2016-01-07,4537,Air quality data; meterology data; PM10; PM2.5; PM1; Black carbon; Temperature; RH; precipiatation; wind speed; wind direction; solar flux; Atmosphere; Pasakha; Climatology; meteorology; atmosphere,88.75194,26.70361,92.11422,28.325,false,https://rds.icimod.org/Home/DataDetail?metadataId=29456,Spatial extent overlaps HKH region
437,84,high,22323,879a1ccc-2b62-41de-bf53-249ec05894ee,Poverty and Vulnerability Assessment (PVA) household level data of Eastern Brahmaputra sub-basin in India,real-time weather / forecast,weather_climate; cryosphere; hydrology,"Text, table",,2010-12-31t23:15:00.000z,2012-12-30t23:15:00.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2015-07-29,6701,Livestock; Livelihood; Climate Change; Income; Expenditure; Agriculture; Ecosystem Services; Governance; Gender; Mountain Poverty; Vulnerability; Socio-economic; India; Brahmaputra,68.14423,6.74583,97.38054,35.50562,true,https://rds.icimod.org/Home/DataDetail?metadataId=22323,Spatial extent overlaps Nepal; Open license (CC BY)
438,84,high,7959,d5363a96-bd2f-4721-a993-a613e916dd1b,"Community Forest Boundary of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; remote_sensing,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2010-07-18T11:00:00,2203,REDD; Watershed; Community forest; Natural resource; Charnawati Watershed; Dolakha; Nepal; Boundaries,85.8832,27.575683,86.118204,27.752094,true,https://rds.icimod.org/Home/DataDetail?metadataId=7959,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
439,84,high,7963,f85fa4b6-dc41-40a7-b86e-dad4204fb1ea,"Hillshade of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; terrain_landcover,Grid,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-18T11:00:00,2071,REDD; Watershed; Hillshade; Charnawati Watershed; Dolakha; Nepal; Elevation,85.8832,27.575683,86.118204,27.752094,true,https://rds.icimod.org/Home/DataDetail?metadataId=7963,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
440,83,high,8030,d105f19f-0c0d-42e1-ae4f-5c943d6c14d0,"Contour of Ludhi Khola Watershed, Gorkha, Nepal",flood / water context,hydrology; terrain_landcover,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-31T00:00:00,2466,REDD; Elevation; Topography; Ludhi khola Watershed; Gorkha; Nepal; Elevation,84.53063,27.90537,84.70519,27.99439,true,https://rds.icimod.org/Home/DataDetail?metadataId=8030,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
441,83,high,1972698,c205843e-79c8-4f50-8622-4ccadf95febe,"Mushrooms Flora of Nepal at Natural History Museum, Tribhuvan University, Nepal",terrain / base map,terrain_landcover,"Text, table",,1967-08-01t18:30:00.000z,2020-09-11t18:15:00.000z,Unknown,Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0) (https://creativecommons.org/licenses/by-nc/,Global Institute for Interdisciplinary Studies (GIIS),2021-01-25,4334,Occurrence; Biodiversity; Flora; Mushrooms; Specimen; Nepal; HKH-BIF; Biota,79.958,26.274,88.264,30.487,true,https://rds.icimod.org/Home/DataDetail?metadataId=1972698,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Long temporal baseline (≥10 years); Open license (CC BY)
442,83,high,23176,0e775a91-8603-4dc0-938e-d4d2ee90a23a,Landslides in Koshi Basin 2010,route hazard / safety,hazard; hydrology,Grid,90 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0) | Free to use with attribution to the source. Suggested citat,ICIMOD,2014-11-26,6645,Landslide; Suspectibility; Vulnerablilty; Koshi Basin; Nepal; Geoscientific information,85.023788,25.334031,88.948388,29.137615,true,https://rds.icimod.org/Home/DataDetail?metadataId=23176,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
443,83,high,23175,9aad2bdc-4b07-4308-bb74-680107ea80db,Landslides in Koshi Basin 1990,route hazard / safety,hazard; hydrology,Grid,90 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0) | Free to use with attribution to the source. Suggested citat,ICIMOD,2014-11-26,6975,Landslide; Suspectibility; Vulnerablilty; Koshi Basin; Nepal; Geoscientific information,85.023788,25.334031,88.948388,29.137615,true,https://rds.icimod.org/Home/DataDetail?metadataId=23175,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
444,83,high,8823,2cf12249-c815-41ff-82b4-cf8ed2c5ffeb,Digital Elevation Model of Bhutan,terrain / base map,terrain_landcover,Grid,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2011-11-15T12:33:00,7435,Digital Elevation Model; Altitude; Slope; Topography; Bhutan; Elevation,88.89,26.726,92.109,27.634,false,https://rds.icimod.org/Home/DataDetail?metadataId=8823,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020)
445,83,high,1972695,eb81655d-c116-4e21-89cb-8998901818ee,"Lichens Flora of Nepal at Natural History Museum, Tribhuvan University, Nepal",terrain / base map,terrain_landcover,,,1980-10-09t18:30:00.000z,2020-12-09t18:15:00.000z,Unknown,Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0) (https://creativecommons.org/licenses/by-nc/,Global Institute for Interdisciplinary Studies (GIIS),2021-07-06,4490,Occurrence; Biodiversity; Flora; Lichens; Specimen; Nepal; HKH-BIF; Biota,79.958,26.274,88.264,30.487,true,https://rds.icimod.org/Home/DataDetail?metadataId=1972695,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Long temporal baseline (≥10 years); Open license (CC BY)
446,82,high,8655,c2de7d7d-3432-4628-a35d-0a0ed80a8bbe,Important Habitat Area of Bird Species of Hindu Kush Himalayan (HKH) Region,none,,Vector,,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-06-22T10:54:00,1577,Bird; Biodiversity; Habitat; Species; Hindu Kush Himalayan Region; HKH Region; Biota,65.0667,20.0833,104.25,37.4167,true,https://rds.icimod.org/Home/DataDetail?metadataId=8655,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
447,82,high,8005,ede57c68-d744-43fc-9808-baddce6defaf,"Hillshade of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology; terrain_landcover,Grid,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-25T00:00:00,2180,REDD; Hillshade; Kayar Khola Watershed; Chitwan; Nepal; Elevation,84.527156,27.64993,84.726505,27.79811,true,https://rds.icimod.org/Home/DataDetail?metadataId=8005,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
448,82,high,8899,94a16f41-6b99-4f0c-aa49-4c15ecc398f1,Active Fire Incidents in Nepal,route hazard / safety,hazard; terrain_landcover; remote_sensing,Vector,25000,2012-01-31t18:15:00.000z,2016-02-28t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S",ICIMOD,2012-01-09T11:59:00,8573,MODIS; Active fire; Forest Fire; Disaster; servircat; icimod-servir; Nepal; Location,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=8899,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
449,82,high,7999,22ca373a-1170-4af1-b012-b46920ad48fe,"Community Forest Boundary of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology; remote_sensing,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2010-07-25T00:00:00,3048,REDD; Forest; Kayar Khola Watershed; Chitwan; Nepal; Boundaries,84.556535,27.670243,84.694078,27.775666,true,https://rds.icimod.org/Home/DataDetail?metadataId=7999,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
450,82,high,9182,e2fd0359-c241-4dcb-8f33-b2a6761c31dd,Basin Boundary of Koshi River Basin,flood / water context,hydrology,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2013-06-13T14:23:00,5705,Basin Boundary; Watershed; Water resource management; Koshi Basin; Nepal; India; China; Boundaries,85.0238,25.3334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=9182,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
451,82,high,23290,50174f4e-d248-4bf4-aba6-71e6f63f199f,"Land cover data of 2009 for Kayerkhola watershed, Chitwan District, Nepal",flood / water context,hydrology; terrain_landcover,Grid,5000,2013-12-31t18:15:00.000z,2014-12-30t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ","ICIMOD, SERVIR Himalaya",2015-09-22,48048,Basal Area(BA); REDD+; Forest; Land cover; servircat; icimod-servir; geo-biodiversity; Nepal; Chitwan; Geoscientific information,84.5565,27.6702,84.6939,27.7756,true,https://rds.icimod.org/Home/DataDetail?metadataId=23290,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
452,82,high,31016,5e19b3a6-910e-4537-a49e-bce2e5da2e78,Landslide data of 14 earthquake affected districts of Nepal,route hazard / safety,hazard,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,Not planned,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-01-07,7162,Earthquake Affected District; Landslide; Landslides; Nepal; Geoscientific information,84.57,26.99,86.7,28.57,true,https://rds.icimod.org/Home/DataDetail?metadataId=31016,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
453,81,high,8003,0ee2f4bf-3646-4a3d-b683-02ad4cdadc0d,"Contours of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; terrain_landcover,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-18T11:00:00,1923,REDD; Watershed; Charnawati Watershed; Dolakha; Nepal; Elevation,85.8832,27.575683,86.118204,27.752094,true,https://rds.icimod.org/Home/DataDetail?metadataId=8003,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
454,81,high,31157,3303f6d3-7ecb-4951-8347-e8bed8d9140c,Slope of Kailash Sacred Landscape,terrain / base map,terrain_landcover,,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2016-11-29,2405,Digital Elevation Model; DEM; Slope; Digital elevation model; India; Nepal; Bajhang; Darchula; Humla; China; Kailash Sacred Landscape; Baitadi; Pithoragarh; Pulan; Geoscientific information,29.2997775325,31.2205517079,79.8275279385,82.5264156768,false,https://rds.icimod.org/Home/DataDetail?metadataId=31157,Spatial extent overlaps HKH region; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
455,81,high,25175,9707b4bf-0ed4-42f4-bdac-1b94f5fc5007,Compilation of Census Sex-Disaggregated Data on Koshi,real-time weather / forecast,weather_climate; hydrology,"Text, table",,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,,ICIMOD,2016-02-08,1958,Livestock; Livelihood; Climate Change; Gender; Vulnerability; Disaggregated; Census; Nepal; Koshi Basin; Geoscientific information,85.0238,25.334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=25175,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
456,81,high,1972547,67878880-3dda-43e3-8cfe-9e7fba783f53,Eddy Covariance Station Lirung Glacier,snowline / glacier context,cryosphere,,,2016-09-25t18:15:00.000z,2016-10-11t18:15:00.000z,Not planned,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2021-03-02,10890,meteorology; Langtang; Nepal; Geoscientific information,85.55711,28.23967,85.55711,28.23967,true,https://rds.icimod.org/Home/DataDetail?metadataId=1972547,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY); High portal popularity
457,81,high,8017,9c60585e-2587-4a19-91b9-bdbad5fba4dc,"Settlement of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; route_context,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-18T11:00:00,1769,REDD; Watershed; Charnawati Watershed; Watershed; Nepal; Boundaries,85.8832,27.575683,86.118204,27.752094,true,https://rds.icimod.org/Home/DataDetail?metadataId=8017,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
458,81,high,7987,d8862980-da44-4b03-bf47-6499cddc034a,"Settlement Locations of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; route_context,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-25T00:00:00,1600,REDD; Watershed; Settlement; Populated place; Charnawati Watershed; Dolakha; Nepal; Society,85.933265,27.589446,86.075213,27.74575,true,https://rds.icimod.org/Home/DataDetail?metadataId=7987,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
459,81,high,25763,2baf5af0-12c1-42c3-8a6a-40202491bdec,Population Monograph I-III Sex-Disaggregated Data Compilation,real-time weather / forecast,weather_climate; hydrology,"Text, table",,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,,ICIMOD,2016-03-29,1960,Livestock; Livelihood; Climate Change; Gender; Vulnerability; Disaggregated; Nepal; Koshi Basin; Economy,85.0238,25.334,88.9502,29.1382,true,https://rds.icimod.org/Home/DataDetail?metadataId=25763,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
460,81,high,7988,12eebafa-cf96-4da7-8c6a-138f87b3a8ad,"Spot Height of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; terrain_landcover,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-25T00:00:00,2010,REDD; Watershed; Elevation; Charnawati Watershed; Dolakha; Nepal; Elevation,85.933265,27.589446,86.075213,27.74575,true,https://rds.icimod.org/Home/DataDetail?metadataId=7988,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
461,80,high,214,70ee0fe0-5bbe-4ba1-af84-3c14e90b7831,Mountain Peaks of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T12:23:00,2054,Mountain Peak; Summit; Sagarmatha National Park; Nepal; SNP; Location,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=214,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
462,80,high,23210,74009a5f-946e-4fb5-9e48-9689d2fda0d4,Houses point data representing individual houses within East Rapti Watershed,route hazard / safety,hazard; hydrology,Vector,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S","ICIMOD, SERVIR Himalaya",2015-09-22,5784,Houses; Infrastructure; servircat; icimod-servir; East Rapti; Nepal; Geoscientific information,84.162266,27.396531,85.18942,27.610937,true,https://rds.icimod.org/Home/DataDetail?metadataId=23210,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
463,80,high,1040,ae4b4584-415b-47f1-8030-bd18e0344e35,Ecological Zones of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2007-09-20,3191,Environment; Ecology; Sagarmatha National Park; Nepal; SNP; Environment,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=1040,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
464,80,high,9197,4a136fd0-9e57-47f8-a898-7cc48ee133e8,Precipitation of driest month of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t04:15:00.000z,2000-01-14t04:01:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T09:39:00,1661,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9197,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
465,80,high,9200,cc128d71-7563-40a6-a453-7adce8088125,Precipitation of warmest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t05:39:00.000z,2000-01-14t05:25:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T11:07:00,1799,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9200,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
466,80,high,1464,e2eac9d7-dfe9-4ce1-a07e-b1f2219213e1,Education Institutions of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T12:05:00,1734,Education Institution; School; Sagarmatha National Park; Nepal; SNP; Location,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=1464,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
467,80,high,9202,e680e0eb-839d-4c40-8e79-ae0bbb81d47b,Precipitation of wettest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t06:35:00.000z,2000-01-14t06:21:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T12:01:00,1783,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9202,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
468,80,high,9179,55c98c0a-e3e3-448f-9c6f-a425b3bced76,Annual Precipitation of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-06-13t07:30:00.000z,2000-10-13t06:30:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-13T11:47:00,1342,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9179,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
469,80,high,23206,1268b17a-ddb1-441e-ac6d-85274eec5603,Inundation layers for incremental discharge from 100mm to 420mm and every 100% increase upto 1000%,route hazard / safety,hazard,Grid,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S","ICIMOD, SERVIR Himalaya",2015-09-22,46546,Inundation; Flood; servircat; icimod-servir; East Rapti; Nepal; Geoscientific information,84.15895,27.39518,85.17131,27.61884,true,https://rds.icimod.org/Home/DataDetail?metadataId=23206,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
470,80,high,255,20af8124-ac5e-4b7e-9ef3-a255527c5c16,Ward Boundaries of the VDCs of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T12:27:00,2053,Ward Boundary; Administrative Boundary; Sagarmatha National Park; Nepal; SNP; Boundaries,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=255,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
471,80,high,2148,a4d13e70-3c87-445c-b119-ca76cb109a80,Landuse of 1986 Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T13:53:00,4226,Land Use; Land Resource Mapping; Sagarmatha National Park; Nepal; SNP; Environment,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=2148,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
472,80,high,2081,b5ee30ee-64cb-4409-a412-91614da43905,Religious Sites of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T12:30:00,1709,Place of Worship; Monastery; Shrine; Temple; Sagarmatha National Park; Nepal; SNP; Location,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=2081,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
473,80,high,9199,76cb2342-2fd4-41c4-98b0-eb4ea5d8d8ee,Seasonality precipitation of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t05:29:00.000z,2000-01-14t05:15:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T10:54:00,2104,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9199,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
474,80,high,23204,81368dc0-c23c-4924-a182-be44afa3df69,"Flood risk layers for different incremental discharge from 100mm to 420mm, and every 100% increase upto 1000%",route hazard / safety,hazard,Grid,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S","ICIMOD, SERVIR Himalaya",2015-09-22,46278,Risk; Flood; servircat; icimod-servir; East Rapti; Nepal; Geoscientific information,84.15895,27.39518,85.17131,27.61884,true,https://rds.icimod.org/Home/DataDetail?metadataId=23204,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
475,80,high,8023,437f35d7-2e25-4241-9e0d-9e4dec2dac10,"Watershed Boundary of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2010-07-31T00:00:00,2804,REDD; Watershed; Water Basin; Kayar Khola Watershed; Chitwan; Nepal; Boundaries,84.556535,27.670243,84.694078,27.775666,true,https://rds.icimod.org/Home/DataDetail?metadataId=8023,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
476,80,high,9201,cae289a2-966d-4aac-9572-09b947e629aa,Precipitation of wettest month of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t06:22:00.000z,2000-01-14t06:07:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T11:48:00,1573,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9201,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
477,80,high,2679,fa11cce5-f7f6-4437-b01d-8f5b6df2a8e2,Airport Locations of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T14:03:00,1848,Airport; Transportation Infrastructure; Sagarmatha National Park; Nepal; SNP; Location,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=2679,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
478,80,high,91,6d6303ea-752d-4076-8bd8-51a46dfc6f9e,National Park and Buffer zone Boundary Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T12:02:00,3046,Park Boundary; Buffer zone boundary; Outline; Sagarmatha National Park; Nepal; SNP; Boundaries,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=91,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
